report_date,redeem
2014-09-01,361288668.71289194
2014-09-02,292721147.096622
2014-09-03,292721147.096622
2014-09-04,292721147.096622
2014-09-05,230234972.12551054
2014-09-06,141652280.88131672
2014-09-07,158279103.03092256
2014-09-08,173688033.49999988
2014-09-09,317818856.50000036
2014-09-10,292721147.096622
2014-09-11,305668637.41593415
2014-09-12,271163983.4479632
2014-09-13,182702296.13421258
2014-09-14,199329118.28381842
2014-09-15,355526094.0657476
2014-09-16,305668637.41593415
2014-09-17,305668637.41593415
2014-09-18,305668637.41593415
2014-09-19,271163983.4479632
2014-09-20,182702296.13421258
2014-09-21,221192238.29225504
2014-09-22,377389214.07418424
2014-09-23,327531757.42437077
2014-09-24,327531757.42437077
2014-09-25,327531757.42437077
2014-09-26,293027103.4563998
2014-09-27,236310944.49141768
2014-09-28,438204253.8925497
2014-09-29,362119895.10600543
2014-09-30,327531757.42437077
