20140901,446755210,356154899
20140902,353994225,271589789
20140903,353994225,271589789
20140904,353994225,271589789
20140905,266814772,227376309
20140906,170958135,142879228
20140907,165535838,159579440
20140908,177577813,173688034
20140909,302045193,283842854
20140910,353994225,271589789
20140911,319201220,283345152
20140912,254349370,271137749
20140913,199922939,182207510
20140914,194500642,198907722
20140915,343954286,354970769
20140916,319201220,283345152
20140917,319201220,283345152
20140918,319201220,283345152
20140919,254349370,271137749
20140920,199922939,182207510
20140921,164561375,221452025
20140922,314015020,377515073
20140923,289261954,305889455
20140924,289261954,305889455
20140925,289261954,305889455
20140926,224410103,293682053
20140927,205604911,227858639
20140928,333089983,449935474
20140929,271229360,362848234
20140930,289261954,305889455
