report_date,purchase
2014-09-01,446755210.4531978
2014-09-02,353994225.49111724
2014-09-03,353994225.49111724
2014-09-04,353994225.49111724
2014-09-05,266814771.5142082
2014-09-06,170958134.9423813
2014-09-07,165535837.9179228
2014-09-08,177577812.5000002
2014-09-09,302045192.5018362
2014-09-10,353994225.49111724
2014-09-11,319201220.42798626
2014-09-12,254349369.56009522
2014-09-13,199922938.52494323
2014-09-14,194500641.50048473
2014-09-15,343954286.41162384
2014-09-16,319201220.42798626
2014-09-17,319201220.42798626
2014-09-18,319201220.42798626
2014-09-19,254349369.56009522
2014-09-20,199922938.52494323
2014-09-21,164561374.92218405
2014-09-22,314015019.8333232
2014-09-23,289261953.8496856
2014-09-24,289261953.8496856
2014-09-25,289261953.8496856
2014-09-26,224410102.98179454
2014-09-27,205604911.34752026
2014-09-28,333089982.7238367
2014-09-29,271229360.45733607
2014-09-30,289261953.8496856
