20140901,447359803,361519620
20140902,356910252,292848908
20140903,356910252,292848908
20140904,356910252,292848908
20140905,266157189,230223670
20140906,168843743,137562716
20140907,166432391,148104790
20140908,197689823,171444666
20140909,332940816,315575489
20140910,356910252,301634375
20140911,323388992,311818283
20140912,256306423,257408674
20140913,198710981,182852465
20140914,196299629,199140022
20140915,342503221,355706504
20140916,323388992,305704199
20140917,323388992,305704199
20140918,323388992,324875325
20140919,246306423,254942970
20140920,188710981,172045884
20140921,184626847,216570956
20140922,312514875,370006109
20140923,318070678,353932695
20140924,278730614,353932695
20140925,318070678,353932695
20140926,237633981,307447611
20140927,225950955,236538921
20140928,239577956,447928074
20140929,326484311,354830673
20140930,318070678,311177200
