report_date,0
7/1/2013,15374642
7/2/2013,16915519
7/3/2013,11180755
7/4/2013,8127875
7/5/2013,6496942
7/6/2013,26801996
7/7/2013,3242882
7/8/2013,43046877
7/9/2013,21104341
7/10/2013,13290462
7/11/2013,30455006
7/12/2013,22128404
7/13/2013,8077817
7/14/2013,17291633
7/15/2013,27563712
7/16/2013,37005401
7/17/2013,19839915
7/18/2013,9915560
7/19/2013,18476193
7/20/2013,5314742
7/21/2013,10363266
7/22/2013,28708230
7/23/2013,41462002
7/24/2013,35845304
7/25/2013,37161009
7/26/2013,35486136
7/27/2013,10390189
7/28/2013,27824338
7/29/2013,32635851
7/30/2013,36094731
7/31/2013,40941522
8/1/2013,35206557
8/2/2013,29069654
8/3/2013,7867091
8/4/2013,33536983
8/5/2013,31260546
8/6/2013,26283703
8/7/2013,27120422
8/8/2013,28595354
8/9/2013,22548593
8/10/2013,13066072
8/11/2013,44062872
8/12/2013,74026724
8/13/2013,29047850
8/14/2013,12158416
8/15/2013,26639226
8/16/2013,21289128
8/17/2013,5316854
8/18/2013,45158502
8/19/2013,93146218
8/20/2013,39549302
8/21/2013,26685413
8/22/2013,69503444
8/23/2013,26927459
8/24/2013,32411089
8/25/2013,28103201
8/26/2013,47282987
8/27/2013,32189902
8/28/2013,30128789
8/29/2013,31122233
8/30/2013,29680924
8/31/2013,31317933
9/1/2013,36800846
9/2/2013,116599947
9/3/2013,61679731
9/4/2013,14851060
9/5/2013,20214760
9/6/2013,21959356
9/7/2013,15557045
9/8/2013,22544067
9/9/2013,29109168
9/10/2013,68040189
9/11/2013,68536437
9/12/2013,51744885
9/13/2013,53866880
9/14/2013,25154692
9/15/2013,21167567
9/16/2013,141807534
9/17/2013,51051573
9/18/2013,27713734
9/19/2013,9758869
9/20/2013,17873586
9/21/2013,14612992
9/22/2013,41422543
9/23/2013,22851573
9/24/2013,55611991
9/25/2013,28388279
9/26/2013,48951813
9/27/2013,19724327
9/28/2013,18736001
9/29/2013,17543033
9/30/2013,19945653
10/1/2013,8528678
10/2/2013,5926893
10/3/2013,6576362
10/4/2013,12499247
10/5/2013,9801934
10/6/2013,27631809
10/7/2013,16611188
10/8/2013,73447044
10/9/2013,43491071
10/10/2013,46916431
10/11/2013,50412846
10/12/2013,51819221
10/13/2013,43205789
10/14/2013,88342332
10/15/2013,48202163
10/16/2013,60150435
10/17/2013,61463960
10/18/2013,62798370
10/19/2013,36340665
10/20/2013,24510419
10/21/2013,53299677
10/22/2013,104727395
10/23/2013,75414111
10/24/2013,40637297
10/25/2013,46930263
10/26/2013,37646918
10/27/2013,42350912
10/28/2013,98659973
10/29/2013,61979612
10/30/2013,68154420
10/31/2013,53575926
11/1/2013,115067807
11/2/2013,39007118
11/3/2013,45658608
11/4/2013,255974397
11/5/2013,94204038
11/6/2013,92511423
11/7/2013,74854016
11/8/2013,152246354
11/9/2013,74406457
11/10/2013,50378485
11/11/2013,92281035
11/12/2013,82542721
11/13/2013,122660827
11/14/2013,100213811
11/15/2013,72739647
11/16/2013,69295534
11/17/2013,53437790
11/18/2013,122670382
11/19/2013,66153483
11/20/2013,85677131
11/21/2013,159172922
11/22/2013,76890821
11/23/2013,52021273
11/24/2013,60286315
11/25/2013,89024023
11/26/2013,187314756
11/27/2013,82226112
11/28/2013,84298098
11/29/2013,64452615
11/30/2013,57479201
12/1/2013,94039158
12/2/2013,261880902
12/3/2013,186732292
12/4/2013,167864788
12/5/2013,114593389
12/6/2013,98231052
12/7/2013,95395709
12/8/2013,83733688
12/9/2013,95634550
12/10/2013,99510046
12/11/2013,153542198
12/12/2013,73889360
12/13/2013,87426148
12/14/2013,83192548
12/15/2013,128317118
12/16/2013,102871917
12/17/2013,122411890
12/18/2013,122019290
12/19/2013,138249248
12/20/2013,78474471
12/21/2013,53161849
12/22/2013,83225964
12/23/2013,143126380
12/24/2013,240523320
12/25/2013,287838722
12/26/2013,130325285
12/27/2013,118494923
12/28/2013,95192248
12/29/2013,78391433
12/30/2013,184906179
12/31/2013,138759330
1/1/2014,233644731
1/2/2014,315136554
1/3/2014,252098280
1/4/2014,104835619
1/5/2014,106501366
1/6/2014,322934472
1/7/2014,450572210
1/8/2014,154817406
1/9/2014,173576269
1/10/2014,127473511
1/11/2014,170893708
1/12/2014,136300218
1/13/2014,322084466
1/14/2014,237748967
1/15/2014,246750233
1/16/2014,238413420
1/17/2014,202705891
1/18/2014,170800474
1/19/2014,88135235
1/20/2014,181105202
1/21/2014,232266662
1/22/2014,363292099
1/23/2014,327564341
1/24/2014,398496430
1/25/2014,285582793
1/26/2014,315141905
1/27/2014,451606085
1/28/2014,543133800
1/29/2014,652424974
1/30/2014,107327657
1/31/2014,46077688
2/1/2014,35978781
2/2/2014,27980334
2/3/2014,46117387
2/4/2014,38141685
2/5/2014,153048569
2/6/2014,117855474
2/7/2014,385350552
2/8/2014,189858267
2/9/2014,180671375
2/10/2014,405000899
2/11/2014,595500496
