report_date,0
2013-07-01,47670.49025069638
2013-07-02,30766.170050761422
2013-07-03,38958.87409200968
2013-07-04,24097.659574468085
2013-07-05,11682.102040816326
2013-07-06,22357.923595505617
2013-07-07,12406.399132321041
2013-07-08,30045.219873150105
2013-07-09,11621.632653061224
2013-07-10,35163.725252525255
2013-07-11,25844.764705882353
2013-07-12,22201.657458563535
2013-07-13,12815.370705244122
2013-07-14,9540.627240143369
2013-07-15,36269.56437389771
2013-07-16,23158.92176870748
2013-07-17,15042.240983606558
2013-07-18,23282.837398373984
2013-07-19,24210.08121019108
2013-07-20,23340.0262345679
2013-07-21,16532.40490797546
2013-07-22,17445.26894502229
2013-07-23,23991.575539568345
2013-07-24,17814.7507082153
2013-07-25,28039.293222683264
2013-07-26,12480.65
2013-07-27,9232.377204884668
2013-07-28,11211.494680851063
2013-07-29,27289.183006535946
2013-07-30,14598.092307692308
2013-07-31,17427.257033248083
2013-08-01,22933.592171717173
2013-08-02,11091.099876695438
2013-08-03,16928.110974106043
2013-08-04,14779.989104116223
2013-08-05,14728.163095238095
2013-08-06,28785.10655737705
2013-08-07,19251.90252293578
2013-08-08,18025.097505668935
2013-08-09,12262.224351747464
2013-08-10,8501.390765765766
2013-08-11,12757.985523385301
2013-08-12,22520.635164835167
2013-08-13,21085.81886387996
2013-08-14,19514.597664543526
2013-08-15,16647.675105485232
2013-08-16,21400.218258132216
2013-08-17,12908.740856844304
2013-08-18,14948.19116135663
2013-08-19,16551.074303405574
2013-08-20,14254.497477295661
2013-08-21,11638.697368421053
2013-08-22,19432.963366336633
2013-08-23,10725.872673849168
2013-08-24,11744.773084479371
2013-08-25,14731.673449612403
2013-08-26,26066.622605363984
2013-08-27,12408.089184060722
2013-08-28,15511.798493408663
2013-08-29,15153.81977818854
2013-08-30,24685.009208103133
2013-08-31,14798.342391304348
2013-09-01,17434.04125560538
2013-09-02,21286.03336259877
2013-09-03,16515.920175438598
2013-09-04,16185.006993006993
2013-09-05,16046.613183000867
2013-09-06,14598.82099827883
2013-09-07,15882.622641509433
2013-09-08,13879.455166524338
2013-09-09,16934.874266554903
2013-09-10,22258.942355889725
2013-09-11,25027.178600823045
2013-09-12,13805.413453650533
2013-09-13,14581.201639344263
2013-09-14,4767.199836199836
2013-09-15,12857.699029126214
2013-09-16,15777.961844197138
2013-09-17,19852.598263614836
2013-09-18,11978.64094488189
2013-09-19,11835.444444444445
2013-09-20,8146.099378881988
2013-09-21,13793.293023255814
2013-09-22,20194.75696594427
2013-09-23,24169.13905775076
2013-09-24,13972.16491754123
2013-09-25,14146.733333333334
2013-09-26,14773.452914798207
2013-09-27,16562.20959409594
2013-09-28,15655.226067746686
2013-09-29,12365.164714494875
2013-09-30,6178.652777777777
2013-10-01,7693.126178390138
2013-10-02,4083.9239130434785
2013-10-03,2546.843930635838
2013-10-04,5325.982746225737
2013-10-05,11872.940501792114
2013-10-06,7838.166666666667
2013-10-07,18480.271700776288
2013-10-08,25408.71278825996
2013-10-09,20035.47645429363
2013-10-10,17316.493810178818
2013-10-11,21798.588513513514
2013-10-12,20014.580838323353
2013-10-13,18240.33420365535
2013-10-14,26940.28754813864
2013-10-15,23322.226990049752
2013-10-16,24906.993894993895
2013-10-17,14861.002886836028
2013-10-18,20167.18767826583
2013-10-19,9405.583659764969
2013-10-20,12611.855748373102
2013-10-21,27988.648089171973
2013-10-22,21293.802604166667
2013-10-23,15871.185204345576
2013-10-24,14734.081081081082
2013-10-25,11779.923195084486
2013-10-26,9214.039694656489
2013-10-27,12925.25491183879
2013-10-28,15651.04995004995
2013-10-29,19584.815249266863
2013-10-30,19803.835877862595
2013-10-31,17601.684731385485
2013-11-01,16401.436155606407
2013-11-02,10468.620190131282
2013-11-03,10415.39177586986
2013-11-04,19380.996920369555
2013-11-05,35115.74564601053
2013-11-06,34670.10405300078
2013-11-07,34690.55439642325
2013-11-08,28722.22434971098
2013-11-09,18279.694873595505
2013-11-10,36549.02139891408
2013-11-11,18427.19285478002
2013-11-12,22310.296446700508
2013-11-13,17355.902675585283
2013-11-14,22669.647826086955
2013-11-15,17097.23191771732
2013-11-16,16017.784307288246
2013-11-17,19012.32714239166
2013-11-18,23503.567524115755
2013-11-19,20721.93708293613
2013-11-20,25286.167452089223
2013-11-21,19458.25988700565
2013-11-22,16096.591645885286
2013-11-23,11272.870820668693
2013-11-24,12713.972222222223
2013-11-25,17323.272429210134
2013-11-26,20868.38182354677
2013-11-27,15382.908665105386
2013-11-28,16155.644334401399
2013-11-29,16709.933544303796
2013-11-30,16871.10539772727
2013-12-01,12324.573917931422
2013-12-02,23162.786229872294
2013-12-03,22646.369264787176
2013-12-04,14165.72872048325
2013-12-05,20743.373605442175
2013-12-06,14664.702989130436
2013-12-07,11743.693221712125
2013-12-08,11035.992223116116
2013-12-09,21021.085927108274
2013-12-10,21042.517368421053
2013-12-11,22528.63302034429
2013-12-12,17162.573457268267
2013-12-13,19873.049138152815
2013-12-14,11733.123848515865
2013-12-15,19641.749556849834
2013-12-16,23593.249495967742
2013-12-17,17856.51372255489
2013-12-18,14422.927881040892
2013-12-19,23481.56302314131
2013-12-20,13402.595935156061
2013-12-21,14106.672260848718
2013-12-22,16931.92141500475
2013-12-23,13087.29105882353
2013-12-24,15156.04157907031
2013-12-25,21415.70141629905
2013-12-26,20752.508419838523
2013-12-27,21195.433409610985
2013-12-28,22175.31985461154
2013-12-29,18796.813122171945
2013-12-30,22681.10865191147
2013-12-31,28324.62759081792
2014-01-01,21517.76907763769
2014-01-02,26287.886134269418
2014-01-03,19611.27397558849
2014-01-04,17575.23058619944
2014-01-05,21239.722791293214
2014-01-06,25362.658039881204
2014-01-07,29264.83406940063
2014-01-08,22699.59551028892
2014-01-09,22183.105819010147
2014-01-10,22598.141130684147
2014-01-11,14692.954407294832
2014-01-12,18402.06643986392
2014-01-13,24557.91638861629
2014-01-14,22814.122343480758
2014-01-15,27433.810923572917
2014-01-16,25539.405723905726
2014-01-17,26567.565524944155
2014-01-18,11570.594103467458
2014-01-19,17976.41145929909
2014-01-20,28283.801207022676
2014-01-21,32858.069323144104
2014-01-22,24540.407138974453
2014-01-23,27807.328514636793
2014-01-24,38736.51886453467
2014-01-25,27633.35646912262
2014-01-26,37532.66719464977
2014-01-27,36012.15606936416
2014-01-28,52242.683020180935
2014-01-29,51796.07871569135
2014-01-30,20769.644161212538
2014-01-31,7067.595442083619
2014-02-01,4853.144351105778
2014-02-02,5117.528979312703
2014-02-03,6492.093272171253
2014-02-04,7717.816008139732
2014-02-05,9441.143314786714
2014-02-06,18380.08387635756
2014-02-07,31684.845889289223
2014-02-08,27350.52801689134
2014-02-09,25998.042405675587
2014-02-10,38480.27947944771
2014-02-11,35165.78094488189
2014-02-12,37500.58496732026
2014-02-13,27900.85065840434
2014-02-14,20679.120663420574
2014-02-15,15625.294215125037
2014-02-16,28723.684454409566
2014-02-17,33526.72039522194
2014-02-18,29259.630078924292
2014-02-19,23654.17645340345
2014-02-20,29805.303065189237
2014-02-21,20811.971453040253
2014-02-22,19211.004418472065
2014-02-23,24739.88270125476
2014-02-24,37469.16335602167
2014-02-25,32098.021787093217
2014-02-26,29308.37137383689
2014-02-27,33572.19326700286
2014-02-28,24834.081643761056
2014-03-01,15428.041598915988
2014-03-02,17547.65745483958
2014-03-03,21356.104108122574
2014-03-04,25327.758648217135
2014-03-05,25682.663312591023
2014-03-06,23122.600603753774
2014-03-07,18762.64839467502
2014-03-08,17411.86757634828
2014-03-09,15272.322242361472
2014-03-10,24726.52746969306
2014-03-11,21112.295603127804
2014-03-12,20344.636630130004
2014-03-13,20325.052838816206
2014-03-14,18106.244663382593
2014-03-15,13291.423952698453
2014-03-16,15354.505208987071
2014-03-17,19943.029283489097
2014-03-18,15367.885252022403
2014-03-19,19179.71989141165
2014-03-20,12289.820685434517
2014-03-21,14713.073057689962
2014-03-22,9734.626263856742
2014-03-23,11084.326466311197
2014-03-24,15212.914814369818
2014-03-25,16428.9272117802
